name,prompt,adj1,adj2,style,mos_quality,std_quality,mos_align,std_align
AttnGAN_normal_032.jpg,an emo portrait painting,,,,1.057775532,0.612666679,0.803090148,0.525455468
AttnGAN_normal_033.jpg,the pope had a rock band,,,,1.179543421,0.398577932,0.182860864,0.469014935
AttnGAN_normal_034.jpg,rat portrait as a warrior,,,,1.508930173,0.551647733,0.385017296,0.559629168
AttnGAN_normal_035.jpg,illustration of a rowboat,,,,0.761394747,0.207618326,0.269767789,0.372108636
AttnGAN_normal_036.jpg,gnome warfare at walmart,,,,1.116526892,0.196692972,0.468583101,0.56108141
AttnGAN_normal_037.jpg,demon queen with red eyes,,,,1.134741777,0.172072178,0.803624615,0.583353591
AttnGAN_normal_038.jpg,christmas at kelly family,,,,1.092275216,0.755572093,0.803090148,0.860914555
AttnGAN_normal_039.jpg,beautiful topaz girl dark,,,,1.247523795,0.577585912,0.945308415,0.911718028
AttnGAN_normal_040.jpg,an elaborate robot coding,,,,0.980694987,0.345974902,0.946101985,1.092064402
AttnGAN_normal_041.jpg,a raspberry made of metal,,,,1.079102747,0.745080493,0.389300995,0.489332456
AttnGAN_normal_042.jpg,a man jumping off a cliff,,,,1.253245361,0.403445987,1.004686321,1.301381217
AttnGAN_normal_043.jpg,a frog wearing police cap,,,,1.23918794,0.91838711,0.605682672,0.788806643
AttnGAN_normal_044.jpg,male warrior silver armor,,,,1.106599613,0.524232798,0.553112625,0.466850533
AttnGAN_normal_045.jpg,superman punches the pope,,,,1.252358797,0.630744468,0.325327435,0.533822636
AttnGAN_normal_046.jpg,the drowned and the saved,,,,1.220137663,0.303008871,0.873277939,1.064109172
AttnGAN_normal_047.jpg,stalin tapdancing on stage,,,,0.86802727,0.698879262,0.411989915,0.445736623
AttnGAN_normal_048.jpg,scottish highlands at dawn,,,,0.735230234,0.326858888,0.519696217,0.534904966
AttnGAN_normal_049.jpg,portrait of evil alchemist,,,,0.649658335,0.525468227,0.288039227,0.239239529
AttnGAN_normal_050.jpg,logo design of a full moon,,,,2.010516065,0.557545506,0.178657573,0.574420866
AttnGAN_normal_051.jpg,hanging gardens of babylon,,,,1.062470367,0.623660348,0.981735619,0.76164381
AttnGAN_normal_052.jpg,concept art of giant ogres,,,,1.168900836,0.472985683,0.845084862,0.641668615
AttnGAN_normal_053.jpg,castle from howl's sticker,,,,1.084556311,0.326742089,0.845084862,0.442218359
AttnGAN_normal_054.jpg,beautiful white fluffy cat,,,,1.149675658,0.334483367,0.220106689,0.435309485
AttnGAN_normal_055.jpg,a small ocean full of life,,,,1.161804194,0.315363014,0.504397017,0.663185181
AttnGAN_normal_056.jpg,survival in a winter forest,,,,1.391281461,0.563978653,0.922047832,0.470764946
AttnGAN_normal_057.jpg,sartre hugging a sad alien,,,,1.112367509,0.758240123,0.652605272,1.333069062
AttnGAN_normal_058.jpg,hairy man in eagle costume,,,,1.000336846,0.358423691,0.69188714,0.358839142
AttnGAN_normal_059.jpg,barak obama as master chief,,,,0.753539821,0.355756524,0.441791736,0.296513671
AttnGAN_normal_060.jpg,"artwork with only triangles, anime style",,,anime style,0.919776796,0.719282241,0.850496237,0.842552058
AttnGAN_normal_061.jpg,"a yellow rendition of venom, sci-fi style",,,sci-fi style,0.678182301,0.409283535,0.409963958,0.28187264
AttnGAN_normal_062.jpg,"a colour portrait of a king, realistic style",,,realistic style,0.901809839,0.404428381,0.833684757,0.435066391
AttnGAN_normal_063.jpg,"overwatch small hut building, abstract style",,,abstract style,0.986154364,0.339139321,0.70828361,0.497767609
AttnGAN_normal_064.jpg,"monsters playing board games, baroque style",,,baroque style,0.935417685,0.635748859,1.184861428,0.861777552
AttnGAN_normal_065.jpg,"an environmental concept art, anime style",,,anime style,1.388190702,0.478764802,1.077419679,0.746786189
AttnGAN_normal_066.jpg,"a pizza with chocolate on it, sci-fi style",,,sci-fi style,0.761394747,0.381926037,0.604980215,0.34332712
AttnGAN_normal_067.jpg,"a woman in newspaper clothes, realistic style",,,realistic style,1.042384048,0.356275928,0.457481316,0.655446631
AttnGAN_normal_068.jpg,"yog sothoth chef in a kitchen, abstract style",,,abstract style,0.685643707,0.354790592,0.497452181,0.414730649
AttnGAN_normal_069.jpg,"synthwave astronaut tabby cat, baroque style",,,baroque style,1.116526892,0.546724078,0.564086878,0.561682749
AttnGAN_normal_070.jpg,"space reflected in fox's eye , anime style",,,anime style,0.663293231,0.846375252,0.415631423,0.452598402
AttnGAN_normal_071.jpg,"smart sri lanka buddhist monk, sci-fi style",,,sci-fi style,0.578348419,0.396731195,0.629428475,0.549204173
AttnGAN_normal_072.jpg,"painted portrait of snake man, realistic style",,,realistic style,1.086342024,0.356270515,0.623776738,0.597267351
AttnGAN_normal_073.jpg,"otter making a disgusted face, abstract style",,,abstract style,1.269550286,0.538479111,0.452923825,0.51185974
AttnGAN_normal_074.jpg,"legionary of the roman empire, baroque style",,,baroque style,0.850998035,0.346776319,0.49324274,0.574023771
AttnGAN_normal_075.jpg,"concept art of octopus attack, anime style",,,anime style,0.495534588,0.427708156,0.597640981,0.607389432
AttnGAN_normal_076.jpg,"a biomechanical dahlia flower, sci-fi style",,,sci-fi style,1.098613732,0.901195797,0.845084862,0.747778109
AttnGAN_normal_077.jpg,"a anthropomorphic cat warrior, realistic style",,,realistic style,1.119807896,0.414666646,0.257352514,0.453073617
AttnGAN_normal_078.jpg,"tree of life embroidered scene, abstract style",,,abstract style,0.970469084,0.524149704,0.393920539,0.468201514
AttnGAN_normal_079.jpg,"the infernal dark gun magicks , baroque style",,,baroque style,1.402772373,1.07214882,1.004566026,0.767461712
AttnGAN_normal_080.jpg,"painted portrait of goblin man, anime style",,,anime style,0.812984657,0.735026903,0.481457492,0.339049937
AttnGAN_normal_081.jpg,"large purple lovecraftian void, sci-fi style",,,sci-fi style,0.955535203,0.23871129,0.406335814,0.601449218
AttnGAN_normal_082.jpg,"lanky young half - orc warrior, realistic style",,,realistic style,0.905232817,0.414046621,0.516334989,0.532775663
AttnGAN_normal_083.jpg,"eiffel tower drenched in blood, abstract style",,,abstract style,0.763087515,0.701361348,0.560448775,0.629124546
AttnGAN_normal_084.jpg,"sheep that looks like broccoli, baroque style",,,baroque style,0.875752826,0.43518024,0.541980536,0.574117147
AttnGAN_normal_085.jpg,"grumpy minions sitting in a bar, anime style",,,anime style,0.776328629,0.259128152,0.232521964,0.459285357
AttnGAN_normal_086.jpg,"a very drunk person named aaron, sci-fi style",,,sci-fi style,1.161274584,0.716601129,0.767535581,0.797303011
AttnGAN_normal_087.jpg,"a tonalism portrait of a ghost , realistic style",,,realistic style,0.965602553,0.285318521,0.659590655,0.816063936
AttnGAN_normal_088.jpg,"a space shuttle flying in space, abstract style",,,abstract style,1.22513052,0.413156708,1.02748653,0.685047874
AttnGAN_normal_089.jpg,"a crocodile in a new york sewer, baroque style",,,baroque style,0.712802152,0.396698587,0.530848447,0.677700073
AttnGAN_normal_090.jpg,"little girl with a mushroom hat, anime style",,,anime style,1.209411183,0.379049878,0.344259439,0.653426234
AttnGAN_normal_091.jpg,"ufo ignoring the laws of phyics, sci-fi style",,,sci-fi style,0.863588083,0.400213922,0.702583315,0.420071168
AttnGAN_normal_092.jpg,"steampunk walter white portrait , realistic style",,,realistic style,0.845580156,0.476308659,0.54868215,0.600504075
AttnGAN_normal_093.jpg,"photo of tony danza eating chili, abstract style",,,abstract style,1.478164096,0.644720816,0.696883506,0.501431398
AttnGAN_normal_094.jpg,"painted portrait of fierce elder, baroque style",,,baroque style,0.916490494,0.45949383,0.60877307,0.823361227
AttnGAN_normal_095.jpg,"moon sea with stars and galaxies, anime style",,,anime style,1.020469898,0.531171361,0.422156431,0.494782666
AttnGAN_normal_096.jpg,"meme about making peanut butter , sci-fi style",,,sci-fi style,1.295323696,0.523710839,0.547283561,0.799152537
AttnGAN_normal_097.jpg,"donald trump playing in the rain, realistic style",,,realistic style,0.895799678,0.396296943,0.170445589,0.476335408
AttnGAN_normal_098.jpg,"cute fox in suit dancing in club, abstract style",,,abstract style,0.820802133,0.313167937,0.970817724,0.37635206
AttnGAN_normal_099.jpg,"brain floating out of a portrait, baroque style",,,baroque style,0.8493261,0.379767394,0.544081163,0.277659336
AttnGAN_normal_100.jpg,"a small garden buzzing with bees, anime style",,,anime style,1.178897031,0.633309209,1.02123126,0.925723273
AttnGAN_normal_101.jpg,"a man playing an invisible cello, sci-fi style",,,sci-fi style,0.829617037,0.668279123,0.994900832,0.744714303
AttnGAN_normal_102.jpg,"a grand stag in a fantasy forest, realistic style",,,realistic style,0.799027902,0.749671265,1.087526681,1.192546223
AttnGAN_normal_103.jpg,"a giant rock floating in the air, abstract style",,,abstract style,0.929924681,0.291859613,0.78808434,0.688698947
AttnGAN_normal_104.jpg,"a biomechanical cybertronic frog, baroque style",,,baroque style,0.784493346,0.291900877,0.468583101,0.617734883
AttnGAN_normal_105.jpg,"a 2 d guitarist character design, anime style",,,anime style,1.045837986,0.595915999,0.85008348,0.864606757
AttnGAN_normal_106.jpg,"vaporware yosemite amusement park, sci-fi style",,,sci-fi style,1.537956569,0.699429731,1.039514841,0.915072172
AttnGAN_normal_107.jpg,"spritesheet game asset vector art, realistic style",,,realistic style,1.014269206,0.583958032,0.856484966,0.597655792
AttnGAN_normal_108.jpg,"portrait of a dancing eagle woman, abstract style",,,abstract style,0.678279008,0.790858843,0.696426448,0.597760319
AttnGAN_normal_109.jpg,"photograph of beautiful landscape, baroque style",,,baroque style,1.104874015,0.406617329,0.54290384,0.653092562
AttnGAN_normal_110.jpg,"painted portrait of intense woman, anime style",,,anime style,0.779719895,0.71599579,0.231318429,0.609472893
AttnGAN_normal_111.jpg,"grand canyon full of potato salad, sci-fi style",,,sci-fi style,1.178897031,0.887921448,0.534118347,0.439784078
AttnGAN_normal_112.jpg,"gorgeous young scandanavian woman, realistic style",,,realistic style,0.789350472,0.257226969,0.594282567,0.459973271
AttnGAN_normal_113.jpg,"epic colourful scene from a dream, abstract style",,,abstract style,0.879514179,0.769726539,0.731596555,0.450480551
AttnGAN_normal_114.jpg,"donut glazed with white chocolate, baroque style",,,baroque style,1.038703499,0.533338568,0.631037248,0.885547035
AttnGAN_normal_115.jpg,"ocean of canvas that catches fire, anime style",,,anime style,1.112671152,0.267555626,1.278288824,0.732760249
AttnGAN_normal_116.jpg,"portrait of beautiful armored girl, sci-fi style",,,sci-fi style,1.463287163,0.504604401,0.455996915,0.564498202
AttnGAN_normal_117.jpg,"portrait of a cloaked female devil, realistic style",,,realistic style,1.012573225,0.694820241,0.929074763,0.943111693
AttnGAN_normal_118.jpg,"foxes judging a cheese competition, abstract style",,,abstract style,1.112367509,0.645308149,0.547283561,0.615938553
AttnGAN_normal_119.jpg,"female demon in a medieval dungeon, baroque style",,,baroque style,1.297636099,0.528747044,0.659590655,0.539994583
AttnGAN_normal_120.jpg,"die cut sticker of a pair of lips , warm color",warm color,,,0.940601322,0.32253825,0.69188714,0.257002627
AttnGAN_normal_121.jpg,"cute green tabby cat made of leaves, cold color",cold color,,,0.8493261,0.471642938,0.470926324,0.469024804
AttnGAN_normal_122.jpg,"chinese demon god character design, top view",top view,,,1.1267749,0.730391994,0.672723404,0.802221475
AttnGAN_normal_123.jpg,"anthropomorphic pine marten animal, elevation view",elevation view,,,1.041064722,0.342203242,0.850598208,1.119789335
AttnGAN_normal_124.jpg,"action shot of woman pole vaulting, close-up",close-up,,,1.23918794,0.312406208,0.46888142,0.61366378
AttnGAN_normal_125.jpg,"a upright walking cute giraffe toy, long-shot",long-shot,,,0.79126251,0.284376042,0.455996915,0.54113658
AttnGAN_normal_126.jpg,"the shogoth wearing a santa costume, blurred detail",blurred detail,,,1.567824332,0.42503937,0.778794065,0.812616838
AttnGAN_normal_127.jpg,"robots building robots in a factory, hyper detail",hyper detail,,,0.663293231,0.75499726,0.283979284,0.492795873
AttnGAN_normal_128.jpg,"portrait of a tang dynasty empress , soft lighting",soft lighting,,,0.557530114,0.98593987,0.54235666,0.626726228
AttnGAN_normal_129.jpg,"portrait of a beautiful young woman, HDR lighting",HDR lighting,,,0.466029791,0.486386145,0.38908069,0.561460044
AttnGAN_normal_130.jpg,"photography of a happy blonde girl , warm color",warm color,,,0.195283431,0.94753818,0.364583826,0.550765321
AttnGAN_normal_131.jpg,"cute fluffy baby panda lion hybrid , cold color",cold color,,,0.971526322,0.722197991,0.471247526,0.514682855
AttnGAN_normal_132.jpg,"a girl with rainbow in white shirt , top view",top view,,,1.29901447,0.844875178,0.158030314,0.446677932
AttnGAN_normal_133.jpg,"a blue abyss underwater concept art, elevation view",elevation view,,,1.328588457,0.643622225,0.44196185,0.644100484
AttnGAN_normal_134.jpg,"a biomechanical orchid heart fusion, close-up",close-up,,,1.646853146,0.676823078,1.084487051,0.831167112
AttnGAN_normal_135.jpg,"a set of different trees and bushes, long-shot",long-shot,,,1.161804194,0.262886939,0.361141351,0.584548535
AttnGAN_normal_136.jpg,"man in his late 40 s wearing a suit, blurred detail",blurred detail,,,0.778016184,0.460218385,0.617236002,0.684357761
AttnGAN_normal_137.jpg,"white fur furry mothman movie scene , hyper detail",hyper detail,,,0.943982102,0.523426012,0.537282046,0.542051647
AttnGAN_normal_138.jpg,"render of dreamy beautiful landscape, soft lighting",soft lighting,,,0.880865797,0.317320028,2.380364545,0.786547584
AttnGAN_normal_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,1.435991833,0.556396706,1.221288303,1.189454258
AttnGAN_normal_140.jpg,"cute great old ones sitting in a bar, warm color",warm color,,,0.780698266,0.636568211,0.809150671,0.898241166
AttnGAN_normal_141.jpg,"a portrait of girl bard in red dress, cold color",cold color,,,0.749492217,0.418028146,0.775738154,1.200086593
AttnGAN_normal_142.jpg,"a biomechanical passion fruit flower, top view",top view,,,0.807856712,0.451747229,0.842546938,0.900876161
AttnGAN_normal_143.jpg,"portrait of squids swarming the ocean, elevation view",elevation view,,,0.735230234,0.365980305,0.653813422,0.536947976
AttnGAN_normal_144.jpg,"pendant of a silver starfish necklace, close-up",close-up,,,1.16308973,1.160317658,0.739160734,1.285544458
AttnGAN_normal_145.jpg,"kraken is using large sponge for bath, long-shot",long-shot,,,1.106041797,0.423951925,0.739160734,0.406148152
AttnGAN_normal_146.jpg,"cute fluffy lion cheetah hybrid mixed, blurred detail",blurred detail,,,0.79126251,0.36227796,0.431166364,0.400842567
AttnGAN_normal_147.jpg,"bill gates and jason statham fight m , hyper detail",hyper detail,,,1.230273953,0.621344636,0.577911226,0.754104312
AttnGAN_normal_148.jpg,"a portrait painting of a buck in suit, soft lighting",soft lighting,,,0.749492217,0.424925055,0.641620949,0.585986517
AttnGAN_normal_149.jpg,"a plasticine model of a goblin raider, HDR lighting",HDR lighting,,,0.792278167,0.506241108,1.56824891,1.571595243
AttnGAN_normal_150.jpg,"portrait of ciri as a samurai assassin, warm color",warm color,,,0.862173603,0.834132411,0.931603649,1.167900828
AttnGAN_normal_151.jpg,"photo of a white fashion jewelry store, cold color",cold color,,,1.147337281,0.594769093,0.786886493,0.61450857
AttnGAN_normal_152.jpg,"grumpy the elder gods sitting in a bar, top view",top view,,,0.735230234,0.416405875,0.678198368,0.436174359
AttnGAN_normal_153.jpg,"grumpy king in yellow sitting in a bar, elevation view",elevation view,,,0.862173603,0.49386126,0.575376803,0.311337579
AttnGAN_normal_154.jpg,"cute fluffy baby poodle giraffe hybrid, close-up",close-up,,,1.038703499,0.548947732,0.742358137,0.688651218
AttnGAN_normal_155.jpg,"an auto rickshaw driving through paris, long-shot",long-shot,,,0.720968251,0.359412637,0.702583315,1.165494249
AttnGAN_normal_156.jpg,"an adventure party resting in a tavern, blurred detail",blurred detail,,,1.977251303,0.805914217,1.310865965,0.738623848
AttnGAN_normal_157.jpg,"spaceship flying over a strange planet, hyper detail",hyper detail,,,1.075006252,0.188849291,0.369089989,0.621180161
AttnGAN_normal_158.jpg,"photograph of a stone cairn in scotland, soft lighting",soft lighting,,,0.912778941,0.610751777,0.968570405,0.590980929
AttnGAN_normal_159.jpg,"person walking inside a timeless bubble, HDR lighting",HDR lighting,,,0.733120788,0.546329794,0.765284132,0.556714558
AttnGAN_normal_160.jpg,"cute soul ghost in infinity mirror room, warm color",warm color,,,0.754308478,0.359846635,0.683466599,0.803703371
AttnGAN_normal_161.jpg,"cute fluffy baby lop eared bunny rabbit, cold color",cold color,,,0.780698266,0.525135047,0.486320092,0.359803384
AttnGAN_normal_162.jpg,"an industrial geometric temple lab room, top view",top view,,,0.747278376,0.737136097,0.767535581,0.443774969
AttnGAN_normal_163.jpg,"a portrait of girl boxer in a red dress, elevation view",elevation view,,,0.929411321,0.615798839,0.968570405,0.891154721
AttnGAN_normal_164.jpg,"a pig sitting in a chair smoking a pipe, close-up",close-up,,,0.812984657,0.703477886,0.362970567,0.583409133
AttnGAN_normal_165.jpg,"a female hand holding a red fresh apple, long-shot",long-shot,,,1.197015678,0.272404007,0.685483402,0.991186492
AttnGAN_normal_166.jpg,"a cybertronic metallic green tree frog , blurred detail",blurred detail,,,1.284080589,0.808942906,0.74154824,0.807056989
AttnGAN_normal_167.jpg,"two women working in a recording studio, hyper detail",hyper detail,,,1.337589887,0.689156899,0.491681629,0.503353788
AttnGAN_normal_168.jpg,"the celestial realm of the elven deities, soft lighting",soft lighting,,,1.012573225,0.600545307,0.876413908,0.739243317
AttnGAN_normal_169.jpg,"profile face portrait of a tin toy robot, HDR lighting",HDR lighting,,,0.792278167,0.473058106,0.995202671,0.432686569
AttnGAN_normal_170.jpg,"portrait of butterflies swarming flowers, warm color",warm color,,,1.04513849,0.439440104,0.927777366,0.722836313
AttnGAN_normal_171.jpg,"grumpy disney princess sitting in a cave, cold color",cold color,,,1.1267749,0.730365211,0.720129493,0.825266215
AttnGAN_normal_172.jpg,"art of a mimic from dungeons and dragons, top view",top view,,,0.940601322,0.307129064,1.101591216,0.223370827
AttnGAN_normal_173.jpg,"ancient japanese fantasy garden at night, elevation view",elevation view,,,1.197015678,0.463075247,0.970486009,0.802485632
AttnGAN_normal_174.jpg,"ancient golden chrome finish skateboard , close-up",close-up,,,1.014269206,0.795171719,0.70828361,0.799693493
AttnGAN_normal_175.jpg,"a portrait of the mri brain damage demon, long-shot",long-shot,,,1.328882233,0.607510435,0.79120934,0.943438779
AttnGAN_normal_176.jpg,"a painting of pink panther as a vampire , blurred detail",blurred detail,,,0.806196391,0.274460761,0.977438466,0.946666669
AttnGAN_normal_177.jpg,"a huge wooden carving sculpture of a fox, hyper detail",hyper detail,,,0.86802727,0.631159093,0.566059704,0.669367555
AttnGAN_normal_178.jpg,"a car crawling with human hands and feet, soft lighting",soft lighting,,,0.358179955,0.202805781,0.282183064,0.437292499
AttnGAN_normal_179.jpg,"underwater photography of the rough ocean, HDR lighting",HDR lighting,,,1.063255848,0.78982614,0.641620949,0.990660571
AttnGAN_normal_180.jpg,"muscular cyborg girl with prosthetic arms, warm color, anime style",warm color,,anime style,0.885277112,0.729984785,1.194190381,0.36623068
AttnGAN_normal_181.jpg,"an underwater photo of coral in the ocean, cold color, sci-fi style",cold color,,sci-fi style,1.212161793,0.579393772,0.626274844,0.706989487
AttnGAN_normal_182.jpg,"a female warrior in charming phenix armor, top view, realistic style",top view,,realistic style,1.010879855,0.442529208,0.373079324,0.430669632
AttnGAN_normal_183.jpg,"radioactive alien mushrooms in the forest , elevation view, abstract style",elevation view,,abstract style,1.871148587,0.586890464,1.471372759,1.007367299
AttnGAN_normal_184.jpg,"professional studio logo for robot artists, close-up, baroque style",close-up,,baroque style,0.712802152,0.324312882,1.321226762,1.325963262
AttnGAN_normal_185.jpg,"die cut sticker of chibi cute golf player , long-shot, anime style",long-shot,,anime style,0.794277489,0.300310956,0.775754404,0.7212959
AttnGAN_normal_186.jpg,"a portrait of girl alchemist in blue dress, blurred detail, sci-fi style",blurred detail,,sci-fi style,0.812984657,0.692841833,0.599944417,0.743223065
AttnGAN_normal_187.jpg,"softboy aesthetic in ancient greek clothing, hyper detail, realistic style",hyper detail,,realistic style,0.902526954,0.715325564,0.874199281,0.907045198
AttnGAN_normal_188.jpg,"portrait painting of a west hightland white, soft lighting, abstract style",soft lighting,,abstract style,1.252358797,0.496913564,1.137109539,1.334494852
AttnGAN_normal_189.jpg,"lobster human hybrid in fashion photography, HDR lighting, baroque style",HDR lighting,,baroque style,1.029205605,0.602847094,1.087057329,0.846514544
AttnGAN_normal_190.jpg,"delicious peanut butter donut with glazing , warm color, anime style",warm color,,anime style,0.875752826,0.486958233,0.831414849,1.016169053
AttnGAN_normal_191.jpg,"cute fluffy golden teddy bear eating bagels, cold color, sci-fi style",cold color,,sci-fi style,0.776328629,0.39143248,0.828455166,0.743423843
AttnGAN_normal_192.jpg,"beautiful ancient temple in a formal garden, top view, realistic style",top view,,realistic style,1.144024742,0.561674132,0.957159937,0.733296098
AttnGAN_normal_193.jpg,"a portrait of a female robot made from code, elevation view, abstract style",elevation view,,abstract style,0.955535203,0.1238543,0.840870441,0.392620908
AttnGAN_normal_194.jpg,"a cyborg jellyfish swimming in a vast ocean, close-up, baroque style",close-up,,baroque style,0.775293051,0.342112504,0.86788507,0.328406516
AttnGAN_normal_195.jpg,"unique epic pink space elf knight adventurer, long-shot, anime style",long-shot,,anime style,1.16308973,0.664967772,0.605043529,0.255005611
AttnGAN_normal_196.jpg,"the essence of the chemical element hydrogen, blurred detail, sci-fi style",blurred detail,,sci-fi style,0.8493261,0.49328618,0.629428475,0.446159964
AttnGAN_normal_197.jpg,"storm troopers cosplaying the power rangers , hyper detail, realistic style",hyper detail,,realistic style,0.831522735,0.407349,0.514481837,0.512651652
AttnGAN_normal_198.jpg,"robots creating new robots in a factory line, soft lighting, abstract style",soft lighting,,abstract style,0.84859438,0.506466121,0.976132005,0.74858205
AttnGAN_normal_199.jpg,"full body portrait of cute girl wearing gown, HDR lighting, baroque style",HDR lighting,,baroque style,0.929924681,0.234741957,0.776684236,0.751598164
AttnGAN_normal_200.jpg,"alien planet landscape made out of mushrooms, warm color, anime style",warm color,,anime style,1.101434458,0.185831094,0.934164013,0.680749254
AttnGAN_normal_201.jpg,"a gummy bear performing at woodstock concert, cold color, sci-fi style",cold color,,sci-fi style,0.672064484,0.409695534,0.798018582,0.978404505
AttnGAN_normal_202.jpg,"a biomechanical blue raspberry made of metal, top view, realistic style",top view,,realistic style,1.182958257,0.405681272,0.434681107,0.539991721
AttnGAN_normal_203.jpg,"a beautiful brutalist concrete forest temple, elevation view, abstract style",elevation view,,abstract style,1.168900836,0.799221234,0.810884549,0.697284312
AttnGAN_normal_204.jpg,"2 friends partying and are facing the camera, close-up, baroque style",close-up,,baroque style,0.821435934,0.505238593,0.853679026,0.635369975
AttnGAN_normal_205.jpg,"the fate of all fools and divine intervention, long-shot, anime style",long-shot,,anime style,1.575270793,0.80446056,0.850496237,0.722034431
AttnGAN_normal_206.jpg,"robots creating new robots in a dirty factory, blurred detail, sci-fi style",blurred detail,,sci-fi style,0.835064117,0.510766205,1.251244608,1.016827963
AttnGAN_normal_207.jpg,"painting of a man farmer at work in the field, hyper detail, realistic style",hyper detail,,realistic style,1.195774268,0.506574777,1.075675159,0.681951823
AttnGAN_normal_208.jpg,"french fastfood adventure pixar movie poster , soft lighting, abstract style",soft lighting,,abstract style,1.264773637,0.647718197,1.277151036,0.895612517
AttnGAN_normal_209.jpg,"an uprising of disneyland costumed characters, HDR lighting, baroque style",HDR lighting,,baroque style,0.995787421,0.597178698,0.552148905,0.672881932
AttnGAN_normal_210.jpg,"an astronaut meeting an alien lizard humanoid, warm color, anime style",warm color,,anime style,0.995940844,0.80868626,0.534118347,0.481055849
AttnGAN_normal_211.jpg,"a woman in a trench coat looking out a window, cold color, sci-fi style",cold color,,sci-fi style,0.807856712,0.398430572,0.60877307,0.677532635
AttnGAN_normal_212.jpg,"a glass vase of pink and white dahlia flowers, top view, realistic style",top view,,realistic style,0.002134902,0.509602458,0.366280482,0.545963954
AttnGAN_normal_213.jpg,"a biomechanical hibiscus flower made of metal, elevation view, abstract style",elevation view,,abstract style,0.995940844,0.617118913,0.534118347,0.693631902
AttnGAN_normal_214.jpg,"render of rivendell dreamy beautiful landscape, close-up, baroque style",close-up,,baroque style,1.403283136,0.38536901,1.459434787,0.736882551
AttnGAN_normal_215.jpg,"portrait with no signature of aggressive alien, long-shot, anime style",long-shot,,anime style,0.763754201,0.395295865,0.666005895,0.20003891
